"Time","city-pole-00001 (p95)","event-store-00001 (p95)","ngsi-ld-city-airqualityobserved-00001 (p95)","ngsi-ld-city-crowdflowobserved-00001 (p95)","ngsi-ld-city-device-00001 (p95)","ngsi-ld-city-offstreetparking-00001 (p95)","ngsi-ld-city-parkingspot-00001 (p95)","ngsi-ld-city-streetlight-00001 (p95)","ngsi-ld-city-trafficflowobserved-00001 (p95)","ngsi-ld-city-weatherobserved-00001 (p95)","s4city-city-neighborhood-00001 (p95)"
1718959200000,300.41666666666663,134.0876712328767,435.71428571428567,undefined,undefined,,,,268.1818181818181,448.0000000000001,undefined
1718959230000,186.22641509433947,51.778225806451566,393.3536585365854,112.11538461538466,undefined,,,,59.14893617021281,169.5652173913042,327.2727272727269
1718959260000,205.5113636363637,108.82951653944019,314.0217391304346,95.86363636363635,undefined,,,,238.95348837209303,280.35714285714283,301.30208333333326
1718959290000,242.50000000000006,41.26168224299057,305.7558139534881,543.4883720930233,undefined,,,,225,215.38461538461536,188.42105263157896
1718959320000,112.49999999999994,277.15277777777754,311.5624999999997,35.65957446808508,undefined,4700,4625,,501.9230769230768,934.1666666666664,484.2499999999999
1718959350000,348.586956521739,90.92320819112628,311.3235294117647,254.35185185185185,undefined,,,,117.77777777777771,241.64772727272714,285.0999999999999
1718959380000,121.31443298969067,80.62060889929734,275.7843137254901,581.3461538461536,undefined,,,,610.0000000000005,313.18421052631584,254.52702702702695
1718959410000,113.29113924050625,89.92941176470595,358.2291666666663,101.3068181818182,undefined,4280,4100,,101.95895522388057,1178.4210526315783,333.3333333333333
1718959440000,587.5000000000001,108.43177189409366,438.59374999999966,412.3571428571427,undefined,100,150,,180.61170212765947,404.8780487804878,403.85000000000014
1718959470000,171.65094339622644,89.57565789473689,554.6153846153841,121.31578947368413,undefined,55,60,,192.58223684210526,436.1111111111113,265.15624999999994
1718959500000,393.1249999999999,147.72329246935183,562.4479166666665,617.7906976744183,undefined,200,60,,224.24019607843132,500,714.9999999999985
