"Time","air-quality-observed","city-pole","cloud-event-dispatcher","crowd-flow-observed","device","dispatcher","ingress","ktwin-event-store-v1","ktwin-graph-store","mqtt-dispatcher","neighborhood","rabbitmq","redis","scylla","scylla-manager-agent","streetlight","traffic-flow-observed","weather-observed","Total Memory Usage"
1718959080000,undefined,undefined,134217728,undefined,undefined,939524096,33554432,134217728,1073741824,134217728,undefined,51539607552,402653184,17179869184,20000000,undefined,undefined,undefined,71591603456
1718959110000,undefined,undefined,134217728,undefined,undefined,939524096,33554432,134217728,1073741824,134217728,undefined,51539607552,402653184,17179869184,20000000,undefined,undefined,undefined,71591603456
1718959140000,1887436800,1363148800,134217728,undefined,undefined,939524096,33554432,134217728,1073741824,134217728,undefined,51539607552,402653184,17179869184,20000000,undefined,1887436800,838860800,77568486656
1718959170000,1887436800,1887436800,134217728,1887436800,undefined,939524096,33554432,2684354560,1073741824,134217728,1207959552,51539607552,402653184,17179869184,20000000,undefined,1887436800,1887436800,84786883840
1718959200000,1887436800,1954545664,134217728,1887436800,undefined,939524096,33554432,2684354560,1073741824,134217728,1207959552,51539607552,402653184,17179869184,20000000,undefined,1887436800,1887436800,84853992704
1718959230000,2202009600,2088763392,134217728,1887436800,undefined,939524096,33554432,3489660928,1073741824,134217728,1207959552,51539607552,402653184,17179869184,20000000,undefined,2097152000,2202009600,86632377600
1718959260000,629145600,725614592,134217728,1363148800,undefined,939524096,33554432,1207959552,1073741824,134217728,536870912,51539607552,402653184,17179869184,20000000,undefined,314572800,524288000,76758985984
1718959290000,943718400,822083584,134217728,629145600,undefined,939524096,33554432,1207959552,1073741824,134217728,335544320,51539607552,402653184,17179869184,20000000,undefined,1048576000,838860800,77283273984
1718959320000,524288000,620756992,134217728,734003200,undefined,939524096,33554432,2684354560,1073741824,134217728,738197504,51539607552,402653184,17179869184,20000000,undefined,1048576000,1887436800,79694998784
1718959350000,524288000,830472192,134217728,524288000,undefined,939524096,33554432,2550136832,1073741824,134217728,402653184,51539607552,402653184,17179869184,20000000,undefined,1048576000,1887436800,79225236736
1718959380000,524288000,964689920,134217728,524288000,undefined,939524096,33554432,2952790016,1073741824,134217728,402653184,51539607552,402653184,17179869184,20000000,undefined,1992294400,3670016000,82488405248
1718959410000,629145600,1459617792,134217728,838860800,undefined,939524096,33554432,1476395008,1073741824,134217728,335544320,51539607552,402653184,17179869184,20000000,undefined,1048576000,1887436800,79132962048
1718959440000,629145600,935329792,134217728,524288000,undefined,939524096,33554432,1476395008,1073741824,134217728,335544320,51539607552,402653184,17179869184,20000000,undefined,1363148800,2516582400,79237819648
1718959470000,1153433600,1287651328,134217728,1048576000,undefined,939524096,33554432,1744830464,1073741824,134217728,805306368,51539607552,402653184,17179869184,20000000,undefined,524288000,943718400,78965189888
1718959500000,1258291200,868220928,134217728,734003200,undefined,939524096,33554432,1744830464,1073741824,134217728,872415232,51539607552,402653184,17179869184,20000000,undefined,1153433600,838860800,78927441152
1718959530000,1258291200,868220928,134217728,734003200,undefined,939524096,33554432,1744830464,1073741824,134217728,872415232,51539607552,402653184,17179869184,20000000,undefined,943718400,1572864000,79451729152
1718959560000,314572800,868220928,134217728,1048576000,undefined,939524096,33554432,2684354560,1073741824,134217728,469762048,51539607552,402653184,17179869184,20000000,1207959552,943718400,943718400,79938268416
1718959590000,524288000,658505728,134217728,419430400,1140850688,939524096,33554432,1476395008,1073741824,134217728,469762048,51539607552,402653184,17179869184,20000000,1207959552,1258291200,1572864000,80185732352
1718959620000,1468006400,868220928,134217728,1572864000,1207959552,939524096,33554432,2147483648,1073741824,134217728,1275068416,51539607552,402653184,17179869184,20000000,1207959552,1048576000,734003200,82987527424
1718959650000,1887436800,2021654528,134217728,1782579200,1207959552,939524096,33554432,1610612736,1073741824,134217728,1207959552,51539607552,402653184,17179869184,20000000,1207959552,1887436800,1258291200,85529275648
1718959680000,1887436800,2021654528,134217728,1782579200,1207959552,939524096,33554432,2550136832,1073741824,134217728,1207959552,51539607552,402653184,17179869184,20000000,67108864,1887436800,734003200,84803661056
1718959710000,2411724800,2021654528,134217728,2097152000,67108864,939524096,33554432,1744830464,1073741824,134217728,1207959552,51539607552,402653184,17179869184,20000000,67108864,1887436800,734003200,83696364800
1718959740000,838860800,658505728,134217728,629145600,undefined,939524096,33554432,1744830464,1073741824,134217728,402653184,51539607552,402653184,17179869184,20000000,undefined,419430400,629145600,76779957504
1718959770000,1782579200,973078528,134217728,629145600,undefined,939524096,33554432,939524096,1073741824,134217728,805306368,51539607552,402653184,17179869184,20000000,undefined,1258291200,1048576000,78893886720
1718959800000,1782579200,973078528,134217728,629145600,undefined,939524096,33554432,1476395008,1073741824,134217728,805306368,51539607552,402653184,17179869184,20000000,undefined,1258291200,524288000,78906469632
1718959830000,1782579200,1077936128,134217728,734003200,undefined,939524096,33554432,1476395008,1073741824,134217728,1073741824,51539607552,402653184,17179869184,20000000,undefined,1468006400,524288000,79594335488
1718959860000,524288000,448790528,134217728,734003200,undefined,939524096,33554432,1879048192,1073741824,134217728,536870912,51539607552,402653184,17179869184,20000000,undefined,524288000,734003200,76838677760
1718959890000,838860800,658505728,134217728,838860800,undefined,939524096,33554432,3758096384,1073741824,134217728,1073741824,51539607552,402653184,17179869184,20000000,undefined,524288000,629145600,79778884864
1718959920000,1258291200,658505728,134217728,314572800,undefined,939524096,33554432,3355443200,1073741824,134217728,1073741824,51539607552,402653184,17179869184,20000000,undefined,734003200,1048576000,79900519680
1718959950000,734003200,553648128,134217728,943718400,undefined,939524096,33554432,3355443200,1073741824,134217728,1342177280,51539607552,402653184,17179869184,20000000,undefined,629145600,629145600,79644667136
1718959980000,734003200,553648128,134217728,943718400,undefined,939524096,33554432,1744830464,1073741824,134217728,469762048,51539607552,402653184,17179869184,20000000,undefined,629145600,1048576000,77581069568
1718960010000,838860800,658505728,134217728,943718400,undefined,939524096,33554432,1610612736,1073741824,134217728,536870912,51539607552,402653184,17179869184,20000000,undefined,419430400,629145600,77094530304
1718960040000,1572864000,1182793728,134217728,1572864000,undefined,939524096,33554432,2415919104,1073741824,134217728,939524096,51539607552,402653184,17179869184,20000000,undefined,1258291200,1468006400,81867648256
1718960070000,1572864000,1182793728,134217728,1363148800,undefined,939524096,33554432,3623878656,1073741824,134217728,872415232,51539607552,402653184,17179869184,20000000,undefined,1153433600,1468006400,82693926144
1718960100000,1572864000,1182793728,134217728,1887436800,undefined,939524096,33554432,3355443200,1073741824,134217728,872415232,51539607552,402653184,17179869184,20000000,undefined,1258291200,1468006400,83054636288
1718960130000,1572864000,343932928,134217728,838860800,undefined,939524096,33554432,3623878656,1073741824,134217728,335544320,51539607552,402653184,17179869184,20000000,undefined,314572800,314572800,78801612032
