"Time","city-pole-00001","event-store-00001","ngsi-ld-city-airqualityobserved-00001","ngsi-ld-city-crowdflowobserved-00001","ngsi-ld-city-device-00001","ngsi-ld-city-offstreetparking-00001","ngsi-ld-city-parkingspot-00001","ngsi-ld-city-streetlight-00001","ngsi-ld-city-trafficflowobserved-00001","ngsi-ld-city-weatherobserved-00001","s4city-city-neighborhood-00001","All Revisions"
1718959590000,22093.066,174067.512,22101.292,10587.396,undefined,173.133,173.133,undefined,33050.651,22519.811,22002.575,306768.57
1718959620000,23488.472,186429.327,23628.321,11613.642,undefined,199.528,199.528,0,36130.415,24062.264,23487.443,329238.94
1718959650000,24946.604,198439.003,25032.981,14469.236,5332.946,347.295,347.295,872.717,39063.132,25598.547,24908.557,359358.31
1718959680000,26711.17,211147.363,26712.198,17578.821,3909.771,511.047,511.047,748.478,42295.085,27147.17,26702.943,383975.092
1718959710000,28221.745,223264.839,28222.774,20645.217,3353.18,666.272,667.334,686.358,45363.538,28689.623,28219.689,408000.569
1718959740000,29768.311,235411.436,29792.991,23724.981,3074.885,822.764,824.88,649.087,48436.104,30232.075,29745.689,432483.203
1718959770000,31136.981,247004.057,31183.255,26805.357,2907.908,977.479,978.534,624.239,51359.566,31774.528,31092.764,455844.668
1718959800000,33642.053,259018.521,33644.195,30743.123,2796.59,1132.645,1133.697,606.49,55358.811,33692.389,32144.964,483913.477
1718959830000,35124.185,270752.465,35129.523,33803.247,2717.077,1287.294,1288.344,593.179,58579.904,35236.3,33599.213,508110.731
1718959860000,36615.975,287236.52,36635.142,36873.443,2657.443,1441.501,1441.501,582.826,61581.246,36736.3,35041.966,536843.863
1718959890000,38083.355,296217.912,38093.976,39928.409,2611.06,1595.325,1595.325,574.543,64574.646,38236.3,36486.067,557996.918
1718959920000,39646.231,306916.354,39647.291,42992.872,2573.954,1749.859,1749.859,567.767,67645.585,39736.3,38144.958,581371.03
1718959950000,41095.674,319575.56,41100.96,46036.184,2543.595,1902.017,1902.017,562.119,70620.523,41236.3,39568.878,606143.827
1718959980000,42616.005,331510.468,42637.11,49091.121,2518.295,2054.961,2054.961,557.341,73659.666,42736.3,41087.215,630523.444
1718960010000,44096.218,343865.107,44119.39,52129.03,2496.888,2207.679,2207.679,553.245,76653.135,44236.3,42582.238,655146.91
1718960040000,45542.841,355954.473,45543.892,55177.262,2478.539,2360.196,2361.233,549.696,79503.993,45736.3,44054.089,679262.512
1718960070000,47022.162,366832.303,47128.181,58213.343,2462.636,2512.533,2512.533,546.59,82707.624,47236.3,45532.327,702706.532
1718960100000,48463.796,376065.906,48584.327,61241.721,2448.721,2660.572,2660.572,543.849,85658.253,48732.108,46973.876,724033.7
1718960130000,50136.874,390151.878,50137.921,62424.729,2436.444,2689.677,2689.677,541.413,88727.873,50227.927,48611.577,748775.989
1718960160000,51575.343,398229.344,51582.659,63395.827,2425.53,2707.552,2707.552,539.233,91738.016,51736.3,50085.591,766722.948
1718960190000,53034.837,413609.643,53036.925,64361.466,2415.765,2725.561,2725.561,537.272,94694.047,53232.125,51534.581,791907.782
1718960220000,54524.653,420334.691,54524.653,65343.123,2406.977,2743.69,2743.69,535.497,97728.799,54736.3,53032.749,808654.823
1718960250000,56072.798,430076.966,56094.668,66313.889,2399.026,2761.929,2761.929,533.883,100720.881,56233.176,54531.951,828501.095
1718960280000,57543.846,440335.264,57560.49,67289.083,2391.797,2780.268,2780.268,532.41,103674.535,57730.058,56035.307,848653.329
1718960310000,59063.787,451013.133,59075.219,68267.564,2341.818,2798.7,2798.7,1062.119,106590.901,59221.751,57435.655,869669.347
1718960340000,60460.132,461386.55,60490.24,69246.151,4205.328,2817.217,2817.217,1059.635,109644.395,60717.612,58909.981,891754.457
1718960370000,62011.212,473011.445,62041.293,69714.107,6476.278,2821.447,2821.447,1586.012,111575.34,62221.778,60517.234,914797.592
1718960400000,63425.391,482782.867,63430.573,70191.863,6623.77,2819.615,2819.615,1582.826,113046.339,63736.3,61912.671,932371.83
1718960430000,65046.804,492080.963,65048.875,70661.877,6610.119,2828.122,2828.122,1579.868,114518.719,65234.229,63551.827,949989.526
1718960460000,66560.406,505974.52,66579.03,71129.177,6597.455,2826.461,2826.461,1577.114,115992.384,66561.441,65040.591,971665.039
1718960490000,68101.895,516063.076,68112.234,71607.996,6585.676,2824.878,2824.878,1574.543,117467.245,68233.198,66579.03,989974.651
1718960520000,69521.409,530509.407,69522.442,72082.892,6574.692,2833.6,2833.6,1572.139,118943.224,69736.3,68030.557,1012160.262
1718960550000,70903.864,540938.528,70905.929,72559.927,6564.424,2832.154,2832.154,1569.884,120420.248,71236.3,69388.135,1030151.548
1718960580000,72495.909,555624.551,72511.385,73033.916,6554.806,2830.773,2834.861,1567.767,121898.249,72736.3,71004.008,1053092.525
1718960610000,72696.928,564066.921,72696.928,73446.599,6545.777,2839.667,2839.667,1565.774,122399.391,73239.265,71211.417,1063548.335
1718960640000,72652.235,572943.361,72652.235,73415.254,6537.285,2838.398,2838.398,1563.894,122349.24,73194.239,71165.804,1072150.343
1718960670000,72609.331,581165.061,72609.331,73385.187,6529.282,2837.181,2837.181,1562.119,122301.095,73151.015,71122.053,1080108.836
1718960700000,72568.109,591137.485,72568.109,73356.323,6521.729,2836.014,2836.014,1560.441,122254.838,73109.485,71080.052,1089828.599
