"Time","city-pole-00001","event-store-00001","ngsi-ld-city-airqualityobserved-00001","ngsi-ld-city-crowdflowobserved-00001","ngsi-ld-city-device-00001","ngsi-ld-city-offstreetparking-00001","ngsi-ld-city-parkingspot-00001","ngsi-ld-city-streetlight-00001","ngsi-ld-city-trafficflowobserved-00001","ngsi-ld-city-weatherobserved-00001","s4city-city-neighborhood-00001","All Revisions"
1718960820000,0,272.2,0,0,0,0,0,0,0,0,0,272.2
1718960850000,0,247.667,0,0,0,0,0,0,0,0,0,247.667
1718960880000,0,335.3,0,0,0,0,0,0,0,0,0,335.3
1718960910000,0,267.967,0,0,0,0,0,0,0,0,0,267.967
1718960940000,0,337.2,0,0,0,0,0,0,0,0,0,337.2
1718960970000,0,261.367,0,0,0,0,0,0,0,0,0,261.367
1718961000000,0,305.333,0,0,0,0,0,0,0,0,0,305.333
1718961030000,0,250.367,0,0,undefined,0,0,undefined,0,0,0,250.367
1718961060000,0,290.2,0,0,undefined,0,0,undefined,0,0,0,290.2
1718961090000,0,194.767,0,0,undefined,0,0,undefined,0,0,0,194.767
1718961120000,0,312.967,0,0,undefined,0,0,undefined,0,0,0,312.967
1718961150000,0,307.067,0,0,undefined,0,0,undefined,0,0,0,307.067
1718961180000,0,287.7,0,0,undefined,0,0,undefined,0,0,0,287.7
1718961210000,0,45.067,0,0,undefined,undefined,undefined,undefined,0,0,0,45.067
1718961240000,0,0,0,0,undefined,undefined,undefined,undefined,0,0,0,0
1718961270000,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0
1718961300000,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0
1718961330000,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0
1718961360000,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0
1718961390000,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0
1718961420000,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0
1718961450000,undefined,0,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,0
