"Time","city-pole","event-store","ngsi-ld-city-airqualityobserved","ngsi-ld-city-crowdflowobserved","ngsi-ld-city-device","ngsi-ld-city-offstreetparking","ngsi-ld-city-parkingspot","ngsi-ld-city-streetlight","ngsi-ld-city-trafficflowobserved","ngsi-ld-city-weatherobserved","s4city-city-neighborhood"
1719017490000,undefined,30,5,undefined,undefined,undefined,undefined,undefined,5,5,undefined
1719017520000,5,38.333,5,1.667,undefined,undefined,undefined,undefined,5,5,5
1719017550000,5,38.4,5,1.667,undefined,undefined,undefined,undefined,5,5,5
1719017580000,5,38.333,5,1.667,undefined,0,0,undefined,5,5,5
1719017610000,5,38.433,5,1.667,undefined,0.033,0.033,undefined,5,5,5
1719017640000,5,38.333,5,1.667,undefined,0,0,undefined,5,5,5
1719017670000,5,38.333,5,1.667,undefined,0,0,undefined,5,5,5
1719017700000,5,45.2,5,3.333,undefined,0.067,0.067,undefined,8.333,5,5
1719017730000,5,46.867,5,3.333,undefined,0.067,0.067,undefined,10,5,5
1719017760000,5,46.867,5,3.333,undefined,0.067,0.067,undefined,10,5,5
1719017790000,5,46.867,5,3.333,undefined,0.067,0.067,undefined,10,5,5
1719017820000,5,46.867,5,3.333,undefined,0.067,0.067,undefined,10,5,5
1719017850000,5,46.867,5,3.333,undefined,0.067,0.067,undefined,10,5,5
1719017880000,5,48.533,5,3.333,undefined,0.067,0.067,undefined,10,5,5
1719017910000,5,53.567,5,3.333,undefined,0.067,0.067,0,10,5,5
1719017940000,5,64.167,5,6.667,6.7,0.333,0.333,1.667,10,5,5
1719017970000,5,61.2,5,10,0,0.5,0.5,0,10,5,5
1719018000000,5,61.2,5,10,0,0.5,0.5,0,10,5,5
1719018030000,5,61.2,5,10,0,0.5,0.5,0,10,5,5
1719018060000,5,61.2,5,10,0,0.5,0.5,0,10,5,5
1719018090000,5,61.2,5,10,0,0.5,0.5,0,10,5,5
1719018120000,5,61.2,5,10,0,0.5,0.5,0,10,5,5
1719018150000,5,61.2,5,10,0,0.5,0.5,0,10,5,5
1719018180000,5,61.2,5,10,0,0.5,0.5,0,10,5,5
1719018210000,5,61.2,5,10,0,0.5,0.5,0,10,5,5
1719018240000,5,61.2,5,10,0,0.5,0.5,0,10,5,5
1719018270000,5,61.2,5,10,0,0.5,0.5,0,10,5,5
1719018300000,5,61.2,5,10,0,0.5,0.5,0,10,5,5
1719018330000,5,61.2,5,10,0,0.5,0.5,0,10,5,5
1719018360000,5,61.2,5,10,0,0.5,0.5,0,10,5,5
1719018390000,5,61.2,5,10,0,0.5,0.5,0,10,5,5
1719018420000,5,53.933,5,6.667,0,0.233,0.233,0,10,5,5
1719018450000,5,46.867,5,3.333,0,0.067,0.067,0,10,5,5
1719018480000,5,46.867,5,3.333,0,0.067,0.067,0,10,5,5
1719018510000,5,46.867,5,3.333,0,0.067,0.067,0,10,5,5
1719018540000,5,46.867,5,3.333,0,0.067,0.067,0,10,5,5
1719018570000,5,46.867,5,3.333,undefined,0.067,0.067,undefined,10,5,5
1719018600000,5,50.2,5,3.333,undefined,0.067,0.067,undefined,10,5,5
1719018630000,5,53.567,5,3.333,undefined,0.067,0.067,0,10,5,5
1719018660000,5,50.133,5,1.667,6.7,0.033,0.033,1.667,6.667,5,5
1719018690000,5,38.333,5,1.667,0,0,0,0,5,5,5
1719018720000,5,38.333,5,1.667,0,0,0,0,5,5,5
1719018750000,5,38.433,5,1.667,0,0.033,0.033,0,5,5,5
1719018780000,5,38.333,5,1.667,0,0,0,0,5,5,5
1719018810000,5,38.433,5,1.667,0,0.033,0.033,0,5,5,5
1719018840000,5,38.333,5,1.667,0,0,0,0,5,5,5
1719018870000,5,38.333,5,1.667,0,0,0,0,5,5,5
1719018900000,3.167,23.967,3.167,1.1,0,0,0,0,3.033,3.1,3.167
1719018930000,0,0,0,0,0,0,0,0,0,0,0
1719018960000,0,0,0,0,0,0,0,0,0,0,0
1719018990000,0,0,0,0,0,0,0,0,0,0,0
1719019020000,0,0,0,0,0,0,0,0,0,0,0
1719019050000,0,0,0,0,0,0,0,0,0,0,0
1719019080000,0,0,0,0,0,0,0,0,0,0,0
1719019110000,0,0,0,0,0,0,0,0,0,0,0
1719019140000,0,0,0,0,0,0,0,0,0,0,0
