"Time","city-pole-00001 (p90)","event-store-00001 (p90)","ngsi-ld-city-airqualityobserved-00001 (p90)","ngsi-ld-city-crowdflowobserved-00001 (p90)","ngsi-ld-city-device-00001 (p90)","ngsi-ld-city-offstreetparking-00001 (p90)","ngsi-ld-city-parkingspot-00001 (p90)","ngsi-ld-city-streetlight-00001 (p90)","ngsi-ld-city-trafficflowobserved-00001 (p90)","ngsi-ld-city-weatherobserved-00001 (p90)","s4city-city-neighborhood-00001 (p90)"
1719017490000,undefined,52.471910112359566,81.23865653149383,undefined,undefined,,,,69.4561832367813,96.33742810114907,undefined
1719017520000,340.62500000000006,45,113.6363636363636,78.2540267220306,undefined,,,,164.99999999999997,70,216.66666666666666
1719017550000,345.4545454545455,154.93589743589746,208.33333333333331,47.5,undefined,,,,108.33333333333331,320,167.8571428571429
1719017580000,350,18.763250883392228,216.66666666666666,183.33333333333331,undefined,,,,55.88235294117647,142.5925925925926,77.14285714285715
1719017610000,332.3529411764706,339.80769230769215,185.71428571428578,258.33333333333337,undefined,4700,4700,,130,418.74999999999994,466.6666666666667
1719017640000,407.1428571428571,19.92146596858639,329.16666666666663,296.96969696969694,undefined,,,,330,170,90.83333333333334
1719017670000,184.21052631578948,266.9811320754717,292.3076923076923,479.1666666666667,undefined,,,,284.2105263157895,533.3333333333334,295
1719017700000,390.00000000000006,32.96000000000002,119.44444444444446,127.5,undefined,4402.727544214753,4402.727544214753,,123.68421052631587,122.7272727272727,56.66666666666667
1719017730000,317.8571428571429,42.428571428571345,138.8888888888889,310,undefined,76,56.01818362809835,,207.99999999999997,309.99999999999994,139.28571428571428
1719017760000,383.3333333333334,186.41025641025618,190.62500000000003,286.6666666666667,undefined,38,38,,315.27777777777777,506.66666666666663,300
1719017790000,211.1111111111111,37.841509433962244,220.00000000000003,350,undefined,56,56,,320,103.84615384615383,191.1764705882353
1719017820000,350,582.5454545454542,225,434.375,undefined,38,38,,105.76923076923076,641.6666666666667,560
1719017850000,408.3333333333333,39.33793103448274,72,173.68421052631578,undefined,140,56,,234.7826086956522,123.07692307692308,76.36363636363637
1719017880000,318.74999999999994,118.65384615384619,212.50000000000003,235,undefined,96,76,,140.56603773584905,129.16666666666666,116.66666666666661
1719017910000,98.18181818181819,250.75000000000037,266.6666666666667,490.3225806451613,undefined,38,38,,147.91666666666669,393.75,370
1719017940000,500,38.64779874213835,161.76470588235296,109.99999999999997,83.64949938050432,40,40,387.35480918416323,328.5714285714286,51.11111111111114,200
1719017970000,462.49999999999994,673.4545454545458,157.1428571428571,215.51724137931038,,55,19.642857142857142,,53.33333333333336,783.3333333333334,733.3333333333334
1719018000000,166.66666666666666,46.05607476635518,150,298.6111111111111,,45,30,,67.99999999999997,153.84615384615384,73.68421052631578
1719018030000,82.66666666666666,517.971014492754,211.1111111111111,250,,90,30,,147.2972972972973,588.2352941176471,666.6666666666669
1719018060000,430.00000000000006,90.46153846153848,356.25,129.16666666666674,,70,175,,162.50000000000003,176.9230769230769,180
1719018090000,30,46.71794871794874,188.8888888888889,139.13043478260872,,39.16666666666667,19.642857142857142,,205.88235294117646,112.49999999999997,92
1719018120000,233.33333333333331,682.8571428571441,225,278.26086956521743,,90,19.642857142857142,,147.33333333333334,1166.666666666666,833.3333333333334
1719018150000,48.88888888888889,49.624242424242446,170,286.27450980392155,,37.69230769230769,19,,233.33333333333334,118.74999999999994,144.44444444444446
1719018180000,368.18181818181824,131.8750000000001,200,250,,50,19.642857142857142,,142.42424242424244,310,312.5
1719018210000,341.6666666666667,156.00000000000023,160.7142857142857,209.09090909090904,,76.66666666666667,19.642857142857142,,244.64285714285717,346.6666666666667,400
1719018240000,325.00000000000006,75.17808219178087,113.8888888888889,286.3636363636364,,90,30,,211.76470588235296,48.88888888888889,166.66666666666666
1719018270000,382.3529411764706,92.44444444444458,125,197.82608695652175,,39.230769230769226,19,,280.35714285714283,180.00000000000006,218.74999999999994
1719018300000,217.64705882352945,54.160427807486656,171.42857142857144,190.74074074074076,,38,30,,200,139.58333333333331,145.83333333333334
1719018330000,280,227.73584905660402,188.88888888888889,283.33333333333337,,137.5,19.642857142857142,,302.63157894736844,470,291.6666666666667
1719018360000,268.18181818181824,57.04444444444445,135.00000000000006,59.411764705882355,,70,19,,208.33333333333331,96.00000000000003,167.64705882352945
1719018390000,695,69.10344827586215,94.28571428571429,60,,90,18.928920804404278,,202.94117647058823,247.22222222222223,139.58333333333331
