"Time","Total"
1717054860000,0
1717054890000,0
1717054920000,0
1717054950000,13.333333333333334
1717054980000,21.666666666666668
1717055010000,53.4
1717055040000,53.333333333333336
1717055070000,53.333333333333336
1717055100000,53.46666666666666
1717055130000,53.333333333333336
1717055160000,53.333333333333336
1717055190000,63.60000000000001
1717055220000,66.83333333333334
1717055250000,66.10000000000001
1717055280000,67.86666666666667
1717055310000,66.93333333333334
1717055340000,66.60000000000001
1717055370000,68.46666666666667
1717055400000,73.60000000000001
1717055430000,101.16666666666667
1717055460000,81.56666666666666
1717055490000,81.83333333333334
1717055520000,81.43333333333334
1717055550000,82.03333333333333
1717055580000,81.63333333333333
1717055610000,81.5
1717055640000,81.69999999999999
1717055670000,81.1
1717055700000,81.23333333333333
1717055730000,82.30000000000001
1717055760000,81.43333333333334
1717055790000,81.73333333333333
1717055820000,81.63333333333333
1717055850000,81.56666666666666
1717055880000,81.63333333333334
1717055910000,70.66666666666667
1717055940000,66.93333333333334
1717055970000,66.53333333333333
1717056000000,67.13333333333334
1717056030000,66.73333333333335
1717056060000,67.10000000000001
1717056090000,67.83333333333333
1717056120000,89.20000000000002
1717056150000,82.63333333333333
1717056180000,53.333333333333336
1717056210000,53.333333333333336
1717056240000,53.46666666666666
1717056270000,53.333333333333336
1717056300000,53.43333333333333
1717056330000,53.36666666666667
1717056360000,53.333333333333336
1717056390000,26.933333333333337
1717056420000,0
1717056450000,0
