"Time","Total"
1716950490000,0
1716950520000,0
1716950550000,1.6666666666666667
1716950580000,168.23333333333335
1716950610000,418.7
1716950640000,532.8666666666666
1716950670000,533.5333333333334
1716950700000,533.9333333333334
1716950730000,531
1716950760000,533.1666666666667
1716950790000,535.6666666666667
1716950820000,625.8
1716950850000,668.9000000000001
1716950880000,668.6666666666667
1716950910000,668.8333333333334
1716950940000,669.0333333333334
1716950970000,668.8333333333334
1716951000000,686.4333333333334
1716951030000,772.0616399999999
1716951060000,1062.3333333333333
1716951090000,829.3333333333334
1716951120000,807.0666666666667
1716951150000,826.3405210242737
1716951180000,817.3261432460966
1716951210000,816.4
1716951240000,809.1666666666666
1716951270000,825.0000000000001
1716951300000,813.8333333333333
1716951330000,818.952184153224
1716951360000,817.4476152375872
1716951390000,814.3666666666666
1716951420000,817.6666666666666
1716951450000,815.4666666666665
1716951480000,793.8000000000001
1716951510000,834.9666666666666
1716951540000,683.9999999999999
1716951570000,677.0999999999999
1716951600000,668.0666666666666
1716951630000,666.2333333333333
1716951660000,673.4
1716951690000,631.5333333333333
1716951720000,728.5477771112446
1716951750000,842.2606387944256
1716951780000,853.5333333333333
1716951810000,529.4333333333334
1716951840000,535.9333333333333
1716951870000,536.0666666666667
1716951900000,529.9666666666667
1716951930000,538.5333333333333
1716951960000,531.3000000000001
1716951990000,527.4333333333334
1716952020000,197.8
1716952050000,0
1716952080000,0
1716952110000,0
