"Time","city-pole-00004 (p90)","event-store-00002 (p90)","ngsi-ld-city-airqualityobserved-00004 (p90)","ngsi-ld-city-crowdflowobserved-00004 (p90)","ngsi-ld-city-device-00004 (p90)","ngsi-ld-city-offstreetparking-00004 (p90)","ngsi-ld-city-parkingspot-00004 (p90)","ngsi-ld-city-streetlight-00004 (p90)","ngsi-ld-city-trafficflowobserved-00004 (p90)","ngsi-ld-city-weatherobserved-00004 (p90)"
1719027750000,19,19.849264705882362,59.195402298850574,undefined,undefined,undefined,undefined,,undefined,undefined
1719027780000,,36.719696969696926,195.50000000000009,33.5294117647059,undefined,undefined,undefined,,31.401869158878515,129.99999999999994
1719027810000,,16.048701298701317,186.21428571428575,38.0246913580247,undefined,98,38,,33.52173913043479,62
1719027840000,,15.243076923076924,118.06818181818187,34.76190476190477,undefined,,,,19.997032640949556,58.640000000000015
1719027870000,,12.643431635388735,100,43.33333333333337,undefined,175,175,,36.072727272727285,66.84210526315785
1719027900000,,17.732782369146,240.66666666666669,33.5294117647059,undefined,,,,39.32903225806451,78.3414634146342
1719027930000,,19.70842824601366,229.7872340425532,39.72602739726028,undefined,,,,39.13043478260869,109.99999999999997
1719027960000,,9.915279878971255,97.85714285714283,35.555555555555564,undefined,200,450,,33.47517730496455,69.29166666666664
1719027990000,,37.43333333333332,333.33333333333394,88.57142857142873,undefined,7750.000000000002,250,,85.57894736842103,71
1719028020000,,15.804012345679004,56.962025316455694,73.33333333333351,undefined,79,53.33333333333333,,44.55000000000001,
1719028050000,,32.137339055794,661.2903225806452,313.0434782608696,undefined,300,325,,225.61855670103097,
1719028080000,,17.35588235294118,66.37037037037041,36.84848484848485,undefined,80,80,,31.360465116279073,
1719028110000,,14.864754098360661,242.74193548387086,75.5555555555557,undefined,60,50,,36.56692913385827,
1719028140000,,15.19769673704415,79.83333333333331,76.00000000000021,undefined,80,100,,38.6952380952381,
1719028170000,,16.789473684210535,111.05263157894743,49.41176470588245,undefined,150,55,,38.99393939393938,
1719028200000,,17.96969696969697,123.92857142857139,65.88235294117652,undefined,103.3333333333333,74.66666666666667,,58.98113207547166,
1719028230000,,39.217063989962384,116.80851063829786,150.0454545454546,170.16393442622953,135.00000000000006,82.49999999999999,190.24390243902442,80.55555555555553,
1719028260000,,29.012925969447725,230.66037735849056,85.36363636363642,,106.24999999999999,141.66666666666669,,51.55102040816329,
1719028290000,,29.19018404907976,85.66037735849056,41.19999999999995,,47.49999999999997,52.50000000000003,,36.05263157894737,
