"Time","air-quality-observed","city-pole","cloud-event-dispatcher","crowd-flow-observed","device","dispatcher","ingress","ktwin-event-store-v1","ktwin-graph-store","mqtt-dispatcher","neighborhood","queue-proxy","rabbitmq","redis","scylla","scylla-manager-agent","streetlight","traffic-flow-observed","weather-observed","Total"
1719005790000,0,0,0,0,undefined,1,3,0,0,0,0,2,3,33,0,0,0,0,0,1
1719005820000,0,0,0,0,0,1,undefined,0,0,0,0,4,2,27,0,0,0,0,0,1
1719005850000,0,0,0,0,0,0,1,0,0,0,0,4,4,26,1,1,0,0,0,2
1719005880000,0,0,0,0,0,0,0,0,0,undefined,0,4,4,20,1,0,0,0,0,1
1719005910000,0,0,0,0,0,1,0,0,0,0,0,4,5,36,1,0,0,0,0,2
1719005940000,0,0,0,0,0,0,0,0,0,0,0,4,11,28,1,0,0,0,0,3
1719005970000,1,0,0,0,0,12,undefined,2,0,1,1,6,3,33,1,0,0,1,1,2
1719006000000,1,0,0,0,0,4,64,3,0,undefined,1,7,12,30,2,0,0,1,2,4
1719006030000,1,0,0,1,0,5,69,2,0,1,1,7,12,33,2,0,0,1,1,4
1719006060000,1,0,0,1,0,21,60,3,0,1,1,7,4,33,3,undefined,0,1,1,3
1719006090000,1,0,0,0,0,22,79,2,0,undefined,1,7,16,33,1,0,0,1,1,6
1719006120000,1,0,0,1,0,14,68,2,0,undefined,1,7,13,26,2,0,0,1,2,5
1719006150000,1,0,0,1,0,16,68,3,0,2,1,7,12,21,2,0,0,1,1,5
1719006180000,1,0,0,1,0,25,47,3,0,1,1,7,8,30,3,0,0,1,1,4
1719006210000,1,0,0,1,0,5,66,4,0,undefined,1,8,12,32,2,0,0,2,1,5
1719006240000,1,0,0,1,0,8,86,5,0,2,1,8,15,31,1,0,0,2,1,6
1719006270000,1,0,0,1,0,30,38,5,0,2,1,9,22,29,4,0,0,2,1,8
1719006300000,1,0,0,1,0,27,undefined,3,0,2,1,7,16,29,4,0,0,2,1,6
1719006330000,1,0,0,1,0,21,105,5,0,2,1,7,15,33,3,0,0,2,1,6
1719006360000,1,0,0,1,0,27,88,4,0,2,1,8,9,34,4,0,0,1,1,5
1719006390000,1,0,0,1,0,31,80,4,0,undefined,1,9,10,29,5,0,0,2,1,6
1719006420000,1,0,0,1,2,28,41,5,0,undefined,1,10,12,31,5,undefined,0,1,1,6
1719006450000,1,0,0,2,1,39,44,6,0,3,1,9,14,32,6,1,0,2,1,7
1719006480000,1,1,undefined,2,0,9,104,5,0,2,1,10,7,33,2,0,0,2,1,4
1719006510000,1,0,0,2,0,6,undefined,5,0,1,1,10,14,34,1,0,0,2,1,5
1719006540000,1,1,0,2,0,40,undefined,5,0,1,1,8,18,30,7,0,0,2,1,8
1719006570000,1,0,0,2,0,42,107,4,0,1,1,7,18,33,7,0,0,1,1,8
1719006600000,1,1,0,2,0,27,101,5,0,1,1,9,8,33,6,0,0,2,1,6
1719006630000,1,1,0,2,0,7,111,5,0,1,1,9,4,33,7,1,0,2,1,4
1719006660000,1,1,0,2,0,34,88,6,0,2,1,9,16,34,8,0,0,2,1,8
1719006690000,1,1,0,2,0,38,undefined,7,undefined,undefined,1,10,19,32,7,0,0,2,1,8
1719006720000,1,1,0,2,0,25,93,5,1,2,1,10,19,33,7,0,0,2,1,8
1719006750000,1,1,0,2,0,6,59,4,0,3,1,11,19,27,8,1,0,2,1,7
1719006780000,1,1,0,2,0,31,52,8,0,3,1,10,4,32,8,1,0,1,1,6
1719006810000,1,0,0,2,0,31,52,7,0,3,1,9,14,33,3,0,0,2,1,7
1719006840000,1,0,0,2,0,36,64,6,0,2,1,10,11,33,3,0,0,2,1,6
1719006870000,1,0,undefined,2,0,40,61,5,0,3,1,8,20,33,8,0,0,2,1,8
1719006900000,1,0,0,2,0,37,undefined,5,0,2,1,8,16,30,8,0,0,2,1,7
1719006930000,1,0,0,1,0,23,104,5,0,1,1,8,8,32,7,0,0,2,1,5
1719006960000,1,0,0,1,0,28,83,5,0,2,1,8,14,32,7,0,0,2,1,6
1719006990000,1,0,0,1,0,24,82,3,0,undefined,1,7,16,32,7,0,0,2,1,6
1719007020000,1,0,0,1,0,28,53,6,0,undefined,1,8,15,29,7,0,0,2,1,7
1719007050000,1,0,0,1,0,28,undefined,6,0,2,1,9,10,33,7,0,0,2,1,6
1719007080000,1,0,0,1,0,34,81,4,1,2,1,8,17,29,7,0,1,2,1,7
1719007110000,1,1,0,1,0,27,95,4,0,2,1,8,15,32,6,0,0,2,2,7
1719007140000,1,0,0,1,2,34,undefined,6,0,2,1,9,7,23,undefined,0,0,2,1,5
1719007170000,1,0,0,1,1,8,undefined,7,0,2,1,8,17,33,3,0,0,1,1,6
1719007200000,1,0,0,0,0,5,79,5,0,undefined,1,8,16,28,6,0,0,1,1,6
1719007230000,1,0,undefined,1,0,22,50,4,0,2,1,6,15,31,7,1,0,1,1,6
1719007260000,1,0,undefined,1,0,17,undefined,4,0,1,1,6,15,30,7,0,0,1,1,6
1719007290000,1,0,0,1,0,22,63,5,1,undefined,1,7,21,33,6,0,0,1,1,7
1719007320000,1,0,0,1,0,22,65,6,0,2,1,8,13,26,3,0,0,1,1,6
1719007350000,1,0,0,1,0,23,71,4,0,2,1,8,5,35,2,0,0,1,1,4
1719007380000,1,0,0,0,0,19,61,4,0,undefined,1,7,12,29,6,0,0,1,1,5
1719007410000,0,0,0,0,0,2,27,2,0,undefined,0,5,10,31,3,0,0,0,0,3
1719007440000,0,0,0,0,0,0,undefined,0,0,0,0,4,3,32,0,0,0,0,0,1
1719007470000,0,0,0,0,0,0,undefined,0,0,0,0,4,2,33,1,0,0,0,0,1
1719007500000,0,0,0,0,0,0,1,0,1,0,0,4,6,30,1,0,0,0,0,2
1719007530000,0,0,0,0,0,1,3,0,0,0,0,4,8,30,0,0,0,0,0,2
1719007560000,0,0,0,0,0,0,0,0,0,0,0,4,4,33,1,0,0,0,0,2
