"Time","city-pole","event-store","ngsi-ld-city-airqualityobserved","ngsi-ld-city-crowdflowobserved","ngsi-ld-city-device","ngsi-ld-city-offstreetparking","ngsi-ld-city-parkingspot","ngsi-ld-city-streetlight","ngsi-ld-city-trafficflowobserved","ngsi-ld-city-weatherobserved","s4city-city-neighborhood","Total Number of Pods"
1719005790000,14,20,14,14,14,14,14,14,14,14,14,160
1719005820000,14,20,14,14,14,14,14,14,14,14,14,160
1719005850000,14,20,14,14,14,14,14,14,14,14,14,160
1719005880000,14,20,14,14,14,14,14,14,14,14,14,160
1719005910000,14,20,14,14,14,14,14,14,14,14,14,160
1719005940000,14,20,14,14,14,14,14,14,14,14,14,160
1719005970000,14,20,14,14,14,14,14,14,14,14,14,160
1719006000000,14,20,14,14,14,14,14,14,14,14,14,160
1719006030000,14,20,14,14,14,14,14,14,14,14,14,160
1719006060000,14,20,14,14,14,14,14,14,14,14,14,160
1719006090000,14,20,14,14,14,14,14,14,14,14,14,160
1719006120000,14,20,14,14,14,14,14,14,14,14,14,160
1719006150000,14,20,14,14,14,14,14,14,14,14,14,160
1719006180000,14,20,14,14,14,14,14,14,14,14,14,160
1719006210000,14,20,14,14,14,14,14,14,14,14,14,160
1719006240000,14,20,14,14,14,14,14,14,14,14,14,160
1719006270000,14,20,14,14,14,14,14,14,14,14,14,160
1719006300000,14,20,14,14,14,14,14,14,14,14,14,160
1719006330000,14,20,14,14,14,14,14,14,14,14,14,160
1719006360000,14,20,14,14,14,14,14,14,14,14,14,160
1719006390000,14,20,14,14,14,14,14,14,14,14,14,160
1719006420000,14,20,14,14,14,14,14,14,14,14,14,160
1719006450000,14,20,14,14,14,14,14,14,14,14,14,160
1719006480000,14,20,14,14,14,14,14,14,14,14,14,160
1719006510000,14,20,14,14,14,14,14,14,14,14,14,160
1719006540000,14,20,14,14,14,14,14,14,14,14,14,160
1719006570000,14,20,14,14,14,14,14,14,14,14,14,160
1719006600000,14,20,14,14,14,14,14,14,14,14,14,160
1719006630000,14,20,14,14,14,14,14,14,14,14,14,160
1719006660000,14,20,14,14,14,14,14,14,14,14,14,160
1719006690000,14,20,14,14,14,14,14,14,14,14,14,160
1719006720000,14,20,14,14,14,14,14,14,14,14,14,160
1719006750000,14,20,14,14,14,14,14,14,14,14,14,160
1719006780000,14,20,14,14,14,14,14,14,14,14,14,160
1719006810000,14,20,14,14,14,14,14,14,14,14,14,160
1719006840000,14,20,14,14,14,14,14,14,14,14,14,160
1719006870000,14,20,14,14,14,14,14,14,14,14,14,160
1719006900000,14,20,14,14,14,14,14,14,14,14,14,160
1719006930000,14,20,14,14,14,14,14,14,14,14,14,160
1719006960000,14,20,14,14,14,14,14,14,14,14,14,160
1719006990000,14,20,14,14,14,14,14,14,14,14,14,160
1719007020000,14,20,14,14,14,14,14,14,14,14,14,160
1719007050000,14,20,14,14,14,14,14,14,14,14,14,160
1719007080000,14,20,14,14,14,14,14,14,14,14,14,160
1719007110000,14,20,14,14,14,14,14,14,14,14,14,160
1719007140000,14,20,14,14,14,14,14,14,14,14,14,160
1719007170000,14,20,14,14,14,14,14,14,14,14,14,160
1719007200000,14,20,14,14,14,14,14,14,14,14,14,160
1719007230000,14,20,14,14,14,14,14,14,14,14,14,160
1719007260000,14,20,14,14,14,14,14,14,14,14,14,160
1719007290000,14,20,14,14,14,14,14,14,14,14,14,160
1719007320000,14,20,14,14,14,14,14,14,14,14,14,160
1719007350000,14,20,14,14,14,14,14,14,14,14,14,160
1719007380000,14,20,14,14,14,14,14,14,14,14,14,160
1719007410000,14,20,14,14,14,14,14,14,14,14,14,160
1719007440000,14,20,14,14,14,14,14,14,14,14,14,160
1719007470000,14,20,14,14,14,14,14,14,14,14,14,160
1719007500000,14,20,14,14,14,14,14,14,14,14,14,160
1719007530000,14,20,14,14,14,14,14,14,14,14,14,160
1719007560000,14,20,14,14,14,14,14,14,14,14,14,160
