"Time","air-quality-observed","city-pole","cloud-event-dispatcher","crowd-flow-observed","device","dispatcher","ingress","ktwin-event-store-v1","ktwin-graph-store","mqtt-dispatcher","neighborhood","rabbitmq","redis","scylla","scylla-manager-agent","streetlight","traffic-flow-observed","weather-observed","Total Memory Usage"
1719005790000,1468006400,3347054592,134217728,1468006400,939524096,872415232,33554432,2684354560,1073741824,134217728,939524096,51539607552,402653184,17179869184,20000000,939524096,1468006400,1468006400,86112283904
1719005820000,1468006400,3347054592,134217728,1468006400,939524096,939524096,33554432,2684354560,1073741824,134217728,939524096,51539607552,402653184,17179869184,20000000,939524096,1468006400,1468006400,86179392768
1719005850000,1468006400,3347054592,134217728,1468006400,939524096,939524096,33554432,2684354560,1073741824,134217728,939524096,51539607552,402653184,17179869184,20000000,939524096,1468006400,1468006400,86179392768
1719005880000,1468006400,3347054592,134217728,1468006400,939524096,939524096,33554432,2684354560,1073741824,134217728,939524096,51539607552,402653184,17179869184,20000000,939524096,1468006400,1468006400,86179392768
1719005910000,1468006400,3347054592,134217728,1468006400,939524096,939524096,33554432,2684354560,1073741824,134217728,939524096,51539607552,402653184,17179869184,20000000,939524096,1468006400,1468006400,86179392768
1719005940000,1468006400,3347054592,134217728,1468006400,939524096,939524096,33554432,2684354560,1073741824,134217728,939524096,51539607552,402653184,17179869184,20000000,939524096,1468006400,1468006400,86179392768
1719005970000,1468006400,3347054592,134217728,1468006400,939524096,939524096,33554432,2684354560,1073741824,134217728,939524096,51539607552,402653184,17179869184,20000000,939524096,1468006400,1468006400,86179392768
1719006000000,1468006400,3347054592,134217728,1468006400,939524096,939524096,33554432,2684354560,1073741824,134217728,939524096,51539607552,402653184,17179869184,20000000,939524096,1468006400,1468006400,86179392768
1719006030000,1468006400,3347054592,134217728,1468006400,939524096,939524096,33554432,2684354560,1073741824,134217728,939524096,51539607552,402653184,17179869184,20000000,939524096,1468006400,1468006400,86179392768
1719006060000,1468006400,3347054592,134217728,1468006400,939524096,939524096,33554432,2684354560,1073741824,134217728,939524096,51539607552,402653184,17179869184,20000000,939524096,1468006400,1468006400,86179392768
1719006090000,1468006400,3347054592,134217728,1468006400,939524096,939524096,33554432,2684354560,1073741824,134217728,939524096,51539607552,402653184,17179869184,20000000,939524096,1468006400,1468006400,86179392768
1719006120000,1468006400,3347054592,134217728,1468006400,939524096,939524096,33554432,2684354560,1073741824,134217728,939524096,51539607552,402653184,17179869184,20000000,939524096,1468006400,1468006400,86179392768
1719006150000,1468006400,3347054592,134217728,1468006400,939524096,939524096,33554432,2684354560,1073741824,134217728,939524096,51539607552,402653184,17179869184,20000000,939524096,1468006400,1468006400,86179392768
