"Time","city-pole-00004 (p50)","event-store-00002 (p50)","ngsi-ld-city-airqualityobserved-00004 (p50)","ngsi-ld-city-crowdflowobserved-00004 (p50)","ngsi-ld-city-device-00004 (p50)","ngsi-ld-city-offstreetparking-00004 (p50)","ngsi-ld-city-parkingspot-00004 (p50)","ngsi-ld-city-streetlight-00004 (p50)","ngsi-ld-city-trafficflowobserved-00004 (p50)","ngsi-ld-city-weatherobserved-00004 (p50)"
1719027750000,15,8.01381086142322,34.921348314606746,undefined,undefined,undefined,undefined,,undefined,undefined
1719027780000,,7.9043298312639285,50,16.98324022346369,undefined,undefined,undefined,,16.051829268292686,32.36207849611016
1719027810000,,7.579633204633205,41.06060606060606,18.223684210526315,undefined,90,30,,16.095551894563428,29.744094488188978
1719027840000,,7.584692597239648,33.85714285714286,17.654320987654323,undefined,,,,15.53412462908012,30.329896907216494
1719027870000,,7.527892891297418,35.062761506276146,18.823529411764707,undefined,90,30.090506705423792,,15.949152542372882,29.786821705426355
1719027900000,,7.703315608382859,38.6829268292683,16.966292134831463,undefined,,,,17.02846975088968,30.81585081585082
1719027930000,,7.898646417959723,42.15686274509804,18.157894736842106,undefined,,,,16.607142857142858,33.12910284463895
1719027960000,,7.373676248108926,33.41681574239714,17.102272727272727,undefined,80,60,,16.46551724137931,32.306306306306304
1719027990000,,8.122614503816793,37.79951100244499,18.896797153024913,undefined,85,116.66666666666666,,17.413280475718533,37.5
1719028020000,,7.967398924982472,33.8996138996139,17.621951219512194,undefined,52.857142857142854,34.285714285714285,,16.30472103004292,
1719028050000,,8.46785464709993,52.121212121212125,25.238095238095244,undefined,93.33333333333333,60,,17.672672672672675,
1719028080000,,8.194624352331607,36.39484978540773,18.038585209003216,undefined,50,35,,15.991171749598717,
1719028110000,,7.939057340138097,37.19257540603248,19.120879120879124,undefined,50,30,,16.019339242546334,
1719028140000,,7.9734219269103,36.36165577342048,17.345132743362832,undefined,48,40,,16.495689655172413,
1719028170000,,8.002554086538462,37.348837209302324,18.389261744966444,undefined,52,36,,16.294567062818338,
1719028200000,,8.201489064681247,36.70731707317073,16.95517774343122,undefined,26.666666666666668,17.64800653854182,,15.99907063197026,
1719028230000,,11.185399349475967,44.44444444444444,18.561973525872446,32.945891783567134,30.88235294117647,18.06818181818182,36.776686417520644,17.173017507723998,
1719028260000,,10.518738574040219,64.48275862068965,16.63561076604555,,25.483870967741936,18.375,,15.784220532319392,
1719028290000,,9.861825192802057,36.905311778290994,16.77880184331797,,28.125,17.1,,16.21951219512195,
1719028320000,,9.426277372262774,34.88636363636363,17.064896755162245,,28.25,16.944444444444443,,16.22566371681416,
1719028350000,,9.312960862166761,37.45145631067962,16.6057091882248,,27.608695652173914,16.636363636363637,,16.168341708542712,
1719028380000,,9.186986301369863,33.77319587628866,16.222611744084134,,29.25,17.84090909090909,,16.43438914027149,
1719028410000,,12.091356918943125,36.80628272251309,16.34703196347032,,30,17.3,,16.293706293706293,
1719028440000,,10.282836110034872,36.61290322580645,16.7420814479638,,30,16.454545454545453,,16.436077057793348,
1719028470000,,15.382375776397515,37.89603960396039,17.251461988304094,,30.20408163265306,18.875,,16.660649819494584,
1719028500000,,12.984909827015091,33.84039900249377,16.33147113594041,,28.26086956521739,15.899999999999999,,15.889199255121042,
1719028530000,,13.338862559241706,35.35532994923858,16.653225806451612,,28.947368421052634,16.666666666666668,,15.508474576271187,
1719028560000,,16.752941176470593,70.66666666666663,17.85249457700651,,29.743589743589745,18.22222222222222,,15.26908023483366,
1719028590000,,14.330658783783782,44.00000000000001,17.388222464558343,,32.64705882352941,18.513513513513512,,16.596774193548388,
1719028620000,,12.125041569670767,37.270114942528735,15.684699915469146,,30,17.04081632653061,,15.60933448573898,
1719028650000,,13.265993265993265,37.75623268698061,16.41831238779174,,29.25,16.48936170212766,,15.834805653710246,
1719028680000,,12.654019534184826,35.25974025974026,17.014786702365015,,36.66666666666667,24.285714285714285,,16.68801463860933,
1719028710000,,9.944635826771655,32.897603485838786,15.526315789473685,,32.5,26.666666666666664,,15.471100554235946,
1719028740000,,13.546541861674468,38.89460154241645,17.53012048192771,,40,33.33333333333333,,16.352282515073213,
1719028770000,,12.81011169900059,34.00826446280992,15.586206896551726,,36.666666666666664,28,,15.799683293745053,
1719028800000,,12.81448202959831,35.27777777777778,17.590909090909093,,36.666666666666664,28.57142857142857,,16.269430051813472,
1719028830000,,15.848078096400245,33.29268292682927,16.185567010309278,,32.5,24,,15.961702127659574,
1719028860000,,14.043565348022035,38.3375314861461,16.06879606879607,,36.666666666666664,34.285714285714285,,16.030969845150775,
1719028890000,,12.236340533672173,36.62817551963049,16.711956521739133,,55,33.33333333333333,,16.218057921635435,
1719028920000,,13.969327920613441,38.311345646438,15.963060686015833,,36.666666666666664,32.5,,16.255625562556254,
1719028950000,,12.424667133847231,57.20930232558139,135.64356435643566,38.89460154241645,,,37.01754385964912,18.24053452115813,
1719028980000,,11.723317471108091,34.303278688524586,15.813953488372093,,40,33.33333333333333,,15.154494382022474,
1719029010000,,11.621338912133892,30.282685512367493,16.216216216216218,,70,70,,15.916824196597354,
1719029040000,,13.12674094707521,45.39682539682539,16.87150837988827,,,,,15.439642324888226,
1719029070000,,12.312500000000002,33.04428044280443,15.73394495412844,,50,32.5,,15.895404120443741,
1719029100000,,12.539464653397392,34.735729386892174,18.978102189781023,,,,,16.029173419773095,
1719029130000,,11.10365398956003,31.673306772908365,15.306122448979593,,,,,15.235109717868339,
1719029160000,,12.060975609756099,31.357340720221607,20.666666666666664,,,,,15.936454849498327,
1719029190000,,12.750000000000002,,,,,,,15.15625,
1719029220000,,,,,,,,,,
1719029250000,,,,,,,,,,
1719029280000,,,,,,,,,,
1719029310000,,,,,,,,,,
1719029340000,,,,,,,,,,
1719029370000,,,,,,,,,,
1719029400000,,,,,,,,,,
1719029430000,,,,,,,,,,
