"Time","air-quality-observed","city-pole","cloud-event-dispatcher","crowd-flow-observed","device","dispatcher","ingress","ktwin-event-store-v1","ktwin-graph-store","mqtt-dispatcher","neighborhood","queue-proxy","rabbitmq","redis","scylla","scylla-manager-agent","streetlight","traffic-flow-observed","weather-observed","Total"
1719065610000,0,0,0,0,0,1,1,1,0,0,0,6,8,32,1,0,0,0,0,4
1719065640000,0,0,0,0,0,0,1,1,0,0,0,6,4,33,1,0,0,0,0,3
1719065670000,0,0,0,0,0,0,3,1,0,0,0,6,undefined,33,0,0,0,0,0,1
1719065700000,0,0,0,0,0,0,1,1,0,0,0,6,3,25,0,0,0,0,0,2
1719065730000,0,0,0,0,0,0,0,1,0,0,0,6,6,21,1,0,0,0,0,3
1719065760000,0,0,0,0,0,1,0,1,0,0,0,6,5,30,1,0,0,0,0,3
1719065790000,0,0,0,0,0,0,undefined,1,0,0,0,6,3,28,1,0,0,undefined,0,2
1719065820000,0,0,0,0,0,0,1,1,0,0,0,6,3,33,1,0,0,undefined,0,2
1719065850000,0,0,0,0,0,1,1,1,0,0,0,5,5,35,1,0,0,0,0,3
1719065880000,0,0,0,0,0,1,0,1,0,0,0,6,8,27,1,1,0,0,undefined,4
1719065910000,10,3,0,0,0,3,undefined,6,0,0,7,22,7,32,1,0,0,8,5,5
1719065940000,17,6,0,5,0,19,80,9,0,2,20,35,12,33,3,0,0,12,15,10
1719065970000,25,2,0,4,0,24,74,13,1,2,18,29,8,28,4,0,0,undefined,26,8
1719066000000,18,6,0,5,0,23,92,13,0,1,18,23,10,33,4,1,0,13,19,9
1719066030000,18,3,0,10,0,17,86,13,0,2,16,34,11,32,4,0,0,21,undefined,10
1719066060000,18,5,0,2,0,24,89,14,0,1,19,34,10,26,4,0,0,19,20,10
1719066090000,6,4,0,9,0,23,undefined,12,0,2,16,37,10,22,1,0,0,undefined,28,9
1719066120000,21,6,0,0,0,19,undefined,16,0,2,24,34,8,27,2,0,0,11,19,8
1719066150000,19,5,0,9,0,17,87,18,0,2,14,43,14,32,3,1,0,27,undefined,11
1719066180000,23,7,0,14,0,19,95,18,1,2,20,38,18,34,4,0,0,undefined,24,13
1719066210000,20,6,0,12,0,8,69,18,0,3,23,36,22,28,5,undefined,0,undefined,26,14
1719066240000,16,6,0,11,0,32,undefined,19,0,3,23,41,11,32,5,0,0,35,29,12
1719066270000,17,8,0,16,0,33,107,14,0,3,23,41,9,33,5,0,0,37,25,11
1719066300000,22,5,0,12,0,29,46,21,0,2,22,45,14,32,6,0,4,34,30,13
1719066330000,24,7,0,8,0,33,undefined,23,0,3,27,45,17,31,2,0,0,35,27,14
1719066360000,22,7,0,11,16,34,135,23,0,3,19,43,10,35,2,0,0,32,24,11
1719066390000,16,5,0,37,19,8,114,20,0,4,19,61,18,20,4,0,5,undefined,19,13
1719066420000,23,6,0,34,0,24,undefined,19,0,3,20,45,16,21,6,0,0,undefined,8,13
1719066450000,21,6,0,39,0,27,130,27,0,3,16,51,17,33,7,0,0,37,8,15
1719066480000,24,7,0,22,0,8,75,24,0,3,26,53,17,30,2,1,0,38,undefined,13
1719066510000,24,7,0,37,1,44,undefined,30,0,1,24,55,14,21,3,0,0,undefined,19,14
1719066540000,25,7,0,30,0,32,118,27,0,3,28,52,15,28,7,0,0,25,30,15
1719066570000,19,5,0,34,0,6,78,29,1,3,23,55,16,34,8,0,0,38,23,14
1719066600000,26,5,0,20,0,43,undefined,29,0,3,22,47,21,24,3,0,0,undefined,22,17
1719066630000,20,7,0,31,0,42,128,28,0,3,20,50,19,21,3,0,0,undefined,30,16
1719066660000,15,6,0,34,0,3,119,29,0,3,23,61,9,30,6,0,0,36,16,10
1719066690000,24,8,0,27,0,22,73,28,0,3,22,55,21,29,5,0,0,39,24,16
1719066720000,10,6,0,30,0,41,114,27,0,3,16,50,18,33,7,0,0,undefined,7,16
1719066750000,26,7,0,36,0,41,64,31,1,4,24,54,10,29,5,0,0,undefined,14,13
1719066780000,28,7,0,33,0,6,undefined,28,0,4,24,56,16,33,6,1,0,38,25,13
1719066810000,17,7,0,30,0,6,116,18,0,3,22,54,18,28,8,0,0,39,23,14
1719066840000,23,7,0,30,0,49,126,22,0,3,12,60,14,34,3,1,0,undefined,25,14
1719066870000,24,5,0,17,0,38,102,27,0,3,22,47,9,34,2,0,0,21,25,11
1719066900000,22,6,0,7,0,32,54,24,0,3,23,47,10,33,4,0,0,34,undefined,11
1719066930000,16,7,0,10,0,34,53,24,0,1,12,37,16,30,6,0,0,undefined,16,14
1719066960000,17,5,0,5,0,32,103,25,1,3,20,40,22,31,6,1,0,undefined,18,17
1719066990000,16,4,0,12,0,5,100,22,0,3,27,42,16,34,5,0,0,35,19,12
1719067020000,17,7,0,9,0,3,100,25,0,3,18,41,9,32,5,0,0,35,24,9
1719067050000,25,6,0,13,0,32,undefined,25,0,3,22,43,27,29,6,undefined,11,undefined,22,19
1719067080000,16,7,0,13,20,35,undefined,28,0,3,25,49,10,30,3,1,0,undefined,21,11
1719067110000,24,6,0,5,14,35,153,23,0,3,27,46,23,22,8,0,9,26,22,18
1719067140000,17,6,0,6,0,27,85,23,0,2,19,28,22,30,3,0,0,16,undefined,15
1719067170000,24,2,0,5,0,26,77,22,1,2,22,32,17,24,6,0,0,15,18,14
1719067200000,18,7,0,9,0,19,54,22,0,2,20,34,12,29,6,0,0,19,22,11
1719067230000,18,7,0,3,1,20,undefined,19,0,2,25,38,14,24,3,0,0,14,undefined,11
1719067260000,24,6,0,3,0,18,88,21,0,2,21,39,1,13,7,0,0,21,undefined,7
1719067290000,20,6,0,6,0,15,58,21,0,3,15,33,11,25,3,0,0,13,22,9
1719067320000,16,6,0,6,0,16,34,12,0,2,22,30,26,30,undefined,0,0,16,19,15
1719067350000,0,1,0,2,0,2,35,6,0,0,3,16,15,30,4,1,0,0,9,9
1719067380000,0,0,0,0,0,0,0,1,0,0,0,5,10,28,1,0,0,0,undefined,5
1719067410000,0,0,0,0,0,0,1,1,0,0,0,6,3,27,0,undefined,0,undefined,undefined,2
1719067440000,0,0,0,0,0,0,undefined,1,0,0,0,5,5,36,1,0,0,0,0,3
