"Time","air-quality-observed","city-pole","cloud-event-dispatcher","crowd-flow-observed","device","dispatcher","ingress","ktwin-event-store-v1","ktwin-graph-store","mqtt-dispatcher","neighborhood","rabbitmq","redis","scylla","scylla-manager-agent","streetlight","traffic-flow-observed","weather-observed","Total"
1719066960000,17,14,1,9,8,24,111,28,6,7,16,6,5,43,124,7,8,11,15
1719066990000,8,12,1,8,8,25,110,29,6,6,22,6,4,43,124,7,8,10,15
1719067020000,11,13,1,9,8,25,104,27,6,7,23,6,4,43,124,7,7,10,15
1719067050000,10,13,1,8,8,24,104,27,6,6,24,6,4,43,124,36,7,9,16
1719067080000,10,13,1,9,33,25,108,29,6,6,18,6,4,43,124,36,9,13,16
1719067110000,12,13,1,8,61,26,111,28,6,7,26,6,6,43,124,42,8,13,16
1719067140000,12,14,1,8,61,26,108,27,6,7,21,6,4,43,124,42,9,13,16
1719067170000,13,12,1,8,61,27,109,28,6,6,16,6,6,43,124,42,8,8,16
1719067200000,12,12,1,8,61,26,109,28,6,7,14,6,6,43,124,42,8,11,16
1719067230000,10,11,1,10,20,26,106,28,6,6,22,6,6,43,124,33,8,11,16
1719067260000,10,9,2,9,20,25,107,28,6,6,21,6,7,43,124,33,10,9,16
1719067290000,9,11,1,7,20,25,107,29,6,6,18,6,4,43,124,33,10,11,16
1719067320000,10,11,1,8,20,25,104,27,6,7,20,6,4,43,124,33,8,11,15
1719067350000,10,10,1,8,20,25,104,27,6,6,16,6,6,43,124,33,8,11,15
1719067380000,10,10,1,8,9,25,108,27,6,6,16,6,6,43,124,7,8,11,15
1719067410000,10,10,1,8,9,24,108,27,6,6,16,6,4,43,124,7,8,11,15
1719067440000,10,10,1,8,9,24,108,26,6,7,16,6,5,43,124,7,8,11,15
