"Time","city-pole-00004 (p50)","event-store-00001 (p50)","ngsi-ld-city-airqualityobserved-00004 (p50)","ngsi-ld-city-crowdflowobserved-00004 (p50)","ngsi-ld-city-device-00004 (p50)","ngsi-ld-city-offstreetparking-00004 (p50)","ngsi-ld-city-parkingspot-00004 (p50)","ngsi-ld-city-streetlight-00004 (p50)","ngsi-ld-city-trafficflowobserved-00004 (p50)","ngsi-ld-city-weatherobserved-00004 (p50)","s4city-city-neighborhood-00004 (p50)"
1719065970000,38.37837837837838,8.351724137931035,114.28571428571429,128.57142857142858,,,,,161.53846153846155,485,68
1719066000000,26.666666666666664,8.350271002710027,90,245.45454545454547,,,,,71.2,368.75,37.04545454545455
1719066030000,38.5,8.380758807588077,66.66666666666666,150,,,,,52.727272727272734,313.3333333333333,54.35897435897436
1719066060000,27.096774193548388,8.57857142857143,52.00000000000001,225,,70.0458761678331,30.045876167833104,,17.97872340425532,68.57142857142858,40
1719066090000,37.64705882352941,8.521468144044322,36.30434782608695,18.00030439810829,,,,,18.043478260869566,100,39.73684210526316
1719066120000,18.823529411764707,8.617606602475927,64,25.454545454545457,,,,,28.00000000000001,160,45.625
1719066150000,135.7142857142857,8.6484593837535,244,18.333333333333336,,70,50,,63.18181818181818,157.5,95.83333333333334
1719066180000,98.82352941176471,8.353530031612223,171.66666666666669,31.81818181818182,,40.09175233566621,20.090918140491752,,19.70198675496689,95,60
1719066210000,95.65217391304348,8.524229074889869,155,29.473684210526315,,40,40,,18.18181818181818,166.07142857142856,70.71428571428572
1719066240000,108.92857142857142,8.490669593852909,116.25,61.53846153846155,,40,40,,15.983935742971887,44.44444444444446,58.64406779661017
1719066270000,79,8.576233183856502,75.15151515151516,27.272727272727277,,30,30,,16.535087719298247,118.42105263157896,92.5
1719066300000,91.66666666666667,8.624441964285714,127.08333333333334,18.771929824561404,,30,30,,15.916334661354583,37.87234042553192,100
1719066330000,37.2972972972973,8.675027262813522,98,33.33333333333334,,30,30,,16.85185185185185,150,97.14285714285715
1719066360000,57.14285714285715,8.641732283464567,112.5,19.245283018867923,,30,30,,15.66793893129771,34.8936170212766,78.37837837837839
1719066390000,119.44444444444444,8.90026132404181,42.66666666666667,51.76470588235294,,17.032113317483173,18.75,607.4074074074074,16.09442060085837,50,64.51612903225806
1719066420000,75.00000000000001,8.398653998416469,156.94444444444443,47.11864406779661,,23.333333333333332,15,,17.093596059113302,45.71428571428573,84
1719066450000,102.94117647058823,8.423566878980893,170.45454545454544,27.11864406779661,,25.555555555555557,15.357142857142858,,17.313432835820898,60,95.19999999999999
1719066480000,30.256410256410255,8.372315950920246,300,21.69491525423729,,25,15,,16.324786324786324,37.407407407407405,72.63157894736841
1719066510000,40,8.505195843325339,175,19.3125,,30,15.357142857142858,,17.014218009478675,34.81481481481481,80
1719066540000,22.22222222222222,8.529650690495531,69.23076923076923,17.967914438502675,,26.363636363636363,15.357142857142858,,16.50655021834061,37.19298245614035,68.78048780487805
1719066570000,22.500000000000004,8.660049627791562,37.61904761904762,19.426751592356688,,30,15.769230769230768,,16.820276497695854,44.999999999999986,66.53846153846153
1719066600000,21.27659574468085,8.911472448057813,37.2093023255814,18.305084745762713,,26.363636363636363,15.769230769230768,,15.736434108527131,33.114754098360656,63.91304347826087
1719066630000,18.620689655172413,9.072543617998162,38.97435897435898,18.18181818181818,,27,15.357142857142858,,16.3135593220339,31,62.25806451612903
1719066660000,19.25925925925926,9.342995169082126,34.58333333333333,16.5625,,29.166666666666668,15,,15.427509293680297,27.346938775510203,63.54838709677419
1719066690000,18.92857142857143,9.075785582255083,34.83870967741936,16.068376068376068,,23.75,15.769230769230768,,15.643939393939394,27.5609756097561,56.81818181818181
1719066720000,27.647058823529413,10.990990990990992,33.097345132743364,15.494505494505495,,27.5,15.357142857142858,,15.889328063241107,28.735632183908045,56.81818181818181
1719066750000,17.575757575757578,9.863982589771492,35.578947368421055,15.490196078431373,,28.18181818181818,15.357142857142858,,16.099585062240664,30.476190476190474,58.46153846153846
1719066780000,16.63716814159292,11.758241758241757,32.792792792792795,15.06993006993007,,23.75,15,,15.607843137254902,26.881720430107528,55.38461538461539
1719066810000,20,9.464641434262948,42.352941176470594,15.304659498207887,,26.25,15.769230769230768,,15.92741935483871,31.428571428571427,68.27586206896552
1719066840000,19.146341463414636,9.810363247863247,64.99999999999999,15,,30.714285714285715,15.769230769230768,,15.863453815261042,28.409090909090907,69.03225806451613
1719066870000,18.152173913043477,11.774553571428573,48.00000000000001,15.806451612903226,,31.11111111111111,15.555555555555555,,15.952380952380953,33.924050632911396,65.71428571428571
1719066900000,26.400000000000002,14.150326797385619,50,15.263157894736842,,30,20,,15.444444444444445,27.61061946902655,65.77777777777779
1719066930000,17.281553398058254,9.816124469589816,37.5609756097561,15.106382978723405,,30,30,,15.856573705179283,27.115384615384617,59.46666666666667
1719066960000,31.904761904761905,11.081794195250657,36.08695652173913,15.157894736842104,,30,30,,15.542635658914728,27.454545454545453,63.25581395348837
1719066990000,44.28571428571429,11.397260273972599,33.913043478260875,15.376344086021504,,40,40,,15.185185185185187,26.363636363636363,64.76190476190476
1719067020000,26.296296296296298,10.56379821958457,48.8,15.217391304347828,,30,30,,15.730769230769232,27.40740740740741,68.71794871794872
1719067050000,26.486486486486484,10.900243309002434,33.333333333333336,15.444444444444443,,30,30,727.2727272727273,15.359712230215827,27.083333333333336,66.66666666666667
1719067080000,50.000000000000036,10.577507598784191,53.33333333333335,15.76470588235294,,40,40,,15.92741935483871,28.080808080808083,68.88888888888889
