"Time","air-quality-observed","city-pole","cloud-event-dispatcher","crowd-flow-observed","device","dispatcher","ingress","ktwin-event-store-v1","ktwin-graph-store","mqtt-dispatcher","neighborhood","rabbitmq","redis","scylla","scylla-manager-agent","streetlight","traffic-flow-observed","weather-observed","Total Memory Usage"
1719060660000,104857600,239075328,134217728,104857600,undefined,939524096,33554432,402653184,1073741824,134217728,67108864,51539607552,402653184,17179869184,20000000,67108864,104857600,104857600,72652762368
1719060690000,104857600,239075328,134217728,104857600,67108864,939524096,33554432,402653184,1073741824,134217728,67108864,51539607552,402653184,17179869184,20000000,67108864,104857600,104857600,72719871232
1719060720000,104857600,239075328,134217728,104857600,67108864,939524096,33554432,402653184,1073741824,134217728,67108864,51539607552,402653184,17179869184,20000000,67108864,104857600,104857600,72719871232
1719060750000,104857600,239075328,134217728,104857600,67108864,939524096,33554432,402653184,1073741824,134217728,67108864,51539607552,402653184,17179869184,20000000,67108864,104857600,104857600,72719871232
1719060780000,104857600,239075328,134217728,104857600,67108864,939524096,33554432,402653184,1073741824,134217728,67108864,51539607552,402653184,17179869184,20000000,67108864,104857600,104857600,72719871232
1719060810000,104857600,239075328,134217728,104857600,67108864,939524096,33554432,402653184,1073741824,134217728,67108864,51539607552,402653184,17179869184,20000000,67108864,104857600,104857600,72719871232
1719060840000,104857600,239075328,134217728,104857600,67108864,939524096,33554432,402653184,1073741824,134217728,67108864,51539607552,402653184,17179869184,20000000,67108864,104857600,104857600,72719871232
1719060870000,104857600,239075328,134217728,104857600,67108864,939524096,33554432,402653184,1073741824,134217728,67108864,51539607552,402653184,17179869184,20000000,67108864,104857600,104857600,72719871232
1719060900000,104857600,239075328,134217728,104857600,67108864,939524096,33554432,402653184,1073741824,134217728,67108864,51539607552,402653184,17179869184,20000000,67108864,104857600,104857600,72719871232
1719060930000,104857600,239075328,134217728,104857600,67108864,939524096,33554432,402653184,1073741824,134217728,67108864,51539607552,402653184,17179869184,20000000,67108864,104857600,104857600,72719871232
1719060960000,104857600,239075328,134217728,104857600,67108864,939524096,33554432,402653184,1073741824,134217728,67108864,51539607552,402653184,17179869184,20000000,67108864,104857600,104857600,72719871232
1719060990000,104857600,239075328,134217728,104857600,67108864,939524096,33554432,402653184,1073741824,134217728,67108864,51539607552,402653184,17179869184,20000000,67108864,104857600,104857600,72719871232
1719061020000,104857600,239075328,134217728,104857600,67108864,939524096,33554432,402653184,1073741824,134217728,67108864,51539607552,402653184,17179869184,20000000,67108864,104857600,104857600,72719871232
