"Time","air-quality-observed","city-pole","cloud-event-dispatcher","crowd-flow-observed","device","dispatcher","ingress","ktwin-event-store-v1","ktwin-graph-store","mqtt-dispatcher","neighborhood","rabbitmq","redis","scylla","scylla-manager-agent","streetlight","traffic-flow-observed","weather-observed","Total"
1719020550000,undefined,undefined,1,undefined,undefined,14,92,14,11,10,undefined,7,6,34,123,undefined,undefined,undefined,14
1719020580000,undefined,undefined,1,undefined,undefined,14,92,14,11,8,undefined,7,7,34,123,undefined,undefined,undefined,14
1719020610000,undefined,undefined,1,undefined,undefined,14,92,14,11,8,undefined,7,7,34,123,undefined,undefined,undefined,14
1719020640000,undefined,undefined,1,undefined,undefined,14,97,14,11,8,undefined,7,8,34,123,undefined,undefined,undefined,14
1719020670000,undefined,undefined,1,undefined,undefined,14,97,14,11,8,undefined,7,6,34,123,undefined,undefined,undefined,14
1719020700000,6,3,1,undefined,undefined,18,95,26,11,6,undefined,7,6,34,123,undefined,2,7,13
1719020730000,11,10,1,5,undefined,22,121,24,9,7,14,7,6,34,123,undefined,6,7,14
1719020760000,11,9,1,8,undefined,23,128,28,9,6,13,7,7,34,123,undefined,7,7,15
1719020790000,16,9,1,10,undefined,23,114,51,9,6,14,7,6,34,123,undefined,7,8,15
1719020820000,27,39,1,31,undefined,22,105,72,10,7,75,8,9,34,123,undefined,41,41,17
1719020850000,23,34,1,41,undefined,23,103,47,11,6,80,8,9,34,123,undefined,48,23,18
1719020880000,60,82,1,44,undefined,22,103,48,11,7,49,8,6,34,123,undefined,40,24,18
1719020910000,35,83,1,41,undefined,24,103,16,11,6,62,8,8,34,123,undefined,96,25,18
1719020940000,57,74,1,38,undefined,23,116,34,10,6,64,8,6,34,123,undefined,22,18,19
1719020970000,60,78,1,25,undefined,24,111,36,10,6,138,8,6,34,123,undefined,24,45,20
1719021000000,29,78,1,61,undefined,24,107,42,10,6,141,8,6,34,123,undefined,21,38,20
1719021030000,47,94,1,66,undefined,23,107,72,11,6,140,8,8,34,123,undefined,96,61,21
1719021060000,24,77,1,34,undefined,25,108,33,12,6,69,8,6,34,123,undefined,54,49,20
1719021090000,41,46,1,27,undefined,25,108,65,13,7,69,8,6,34,123,undefined,27,30,20
1719021120000,42,34,1,25,undefined,25,118,66,11,6,61,8,6,34,123,7,39,27,20
1719021150000,35,45,1,49,9,27,102,156,8,6,38,8,7,34,123,7,31,18,20
1719021180000,32,22,1,23,16,30,124,94,8,7,37,8,6,34,123,12,12,27,20
1719021210000,29,18,1,23,14,30,114,89,8,6,38,7,6,34,123,16,16,24,20
1719021240000,25,38,1,25,14,31,113,273,10,7,77,7,6,34,123,99,13,50,20
1719021270000,32,19,1,63,undefined,29,114,78,12,6,57,7,7,34,123,undefined,27,52,21
1719021300000,55,27,1,69,undefined,30,114,76,12,6,81,7,7,34,123,undefined,28,25,21
1719021330000,29,25,1,61,undefined,27,108,50,13,6,85,7,6,34,123,undefined,25,38,21
1719021360000,31,41,1,53,undefined,28,108,96,13,6,70,7,7,34,123,undefined,64,37,21
1719021390000,23,41,1,56,undefined,27,107,76,13,7,66,7,6,34,122,undefined,52,22,21
1719021420000,32,40,1,22,undefined,28,108,105,10,7,57,8,7,34,122,undefined,108,34,21
1719021450000,30,31,1,38,undefined,26,110,102,13,7,51,8,7,34,122,undefined,43,20,21
1719021480000,48,17,1,19,undefined,27,114,61,13,7,30,8,7,34,122,undefined,53,43,20
1719021510000,72,25,1,33,undefined,27,108,84,13,6,34,8,6,34,122,undefined,32,22,20
1719021540000,26,18,1,24,undefined,27,108,45,14,6,30,8,6,34,122,undefined,41,44,19
1719021570000,27,34,1,24,undefined,27,108,84,11,6,62,8,6,34,122,undefined,29,57,21
1719021600000,23,32,1,37,undefined,27,103,85,9,6,69,8,6,34,122,undefined,35,28,21
1719021630000,99,23,1,18,undefined,28,103,58,10,6,65,8,6,34,122,undefined,31,34,20
1719021660000,49,24,1,27,undefined,27,116,105,12,7,62,8,6,34,122,undefined,35,21,20
1719021690000,31,21,1,15,undefined,28,118,57,9,6,47,8,6,34,122,undefined,17,30,20
1719021720000,33,47,1,24,undefined,28,107,85,10,6,70,8,6,34,122,undefined,17,15,20
1719021750000,22,26,1,25,undefined,27,124,58,10,6,42,8,6,34,122,undefined,13,34,20
1719021780000,34,39,1,18,undefined,26,108,115,10,6,74,8,6,34,122,undefined,34,33,21
1719021810000,30,36,1,60,undefined,27,110,110,10,6,79,8,7,34,122,undefined,22,24,21
1719021840000,100,62,1,33,undefined,27,108,89,10,6,204,8,9,34,122,8,54,64,21
1719021870000,55,47,1,37,6,29,109,119,13,6,90,8,6,34,122,8,59,22,21
1719021900000,33,25,1,31,16,29,149,62,9,7,55,8,6,34,122,14,18,22,20
1719021930000,26,24,1,18,14,29,115,85,9,7,52,8,6,34,122,30,22,19,20
1719021960000,22,17,1,34,14,29,106,61,9,7,73,7,6,34,122,103,22,55,20
1719021990000,98,21,1,31,undefined,30,106,103,9,6,69,8,8,34,122,undefined,69,68,22
1719022020000,84,22,1,33,undefined,26,110,100,9,6,73,8,8,34,122,undefined,64,24,21
1719022050000,42,23,1,27,undefined,27,107,59,11,6,75,8,9,34,122,undefined,35,32,20
1719022080000,47,36,1,24,undefined,26,105,112,11,6,89,8,7,34,122,undefined,61,16,21
1719022110000,34,35,1,49,undefined,27,107,101,11,6,56,8,6,34,122,undefined,56,23,21
1719022140000,66,28,1,47,undefined,27,108,281,11,7,134,7,7,34,122,undefined,55,23,21
1719022170000,60,46,1,45,undefined,27,108,375,11,7,134,7,7,34,122,undefined,46,21,20
1719022200000,60,46,1,237,undefined,27,111,484,11,8,254,7,7,34,122,undefined,46,263,20
1719022230000,undefined,undefined,1,undefined,undefined,27,111,937,8,8,undefined,7,9,34,122,undefined,undefined,undefined,20
